start	end	text
5915757	5917858	¿Cómo estamos de tiempo?
5918398	5919358	¿Una hora 40 hablamos?
5920959	5921939	Pensé que era mucho menos.
5923019	5923960	¿Vos estás bien?
5925240	5927120	No estoy bien, pero no por esto, no siempre.
5928463	5929664	No por estas razones.
5929744	5930805	Claro. Y en general...
5930905	5933248	Ay, Dios, no es bueno.
5933328	5934510	Seguimos un rato más.
5934530	5936111	Seguimos un rato más, hermoso, me encanta.
5937053	5937293	Eh...
5937613	5939976	Pero yo quería tomar un poco de líquido.
5940036	5941117	Hagamos ahí un refil.
5941217	5942018	Y la coca es coca...
5942038	5944101	Ah, esta me la voy a tomar. Pensé que era vino,
5944141	5945422	y me dio no sé qué apurar.
5945765	5949168	Es coca, pero capaz está medio muerta. Podemos recambiar por algo más fresco.
5949248	5950109	Está perfecta.
5950330	5950570	Bien.
5950750	5955315	A mí me gusta la Coca-Cola floja, los mates lavados.
5955575	5957157	Bien, eso si quiere compartimos cuando lo quiera.
5957177	5957557	No, qué bien.
5958839	5962843	Tío decir de Borges, hablando de su obra en particular.
5964666	5971190	que también, salvando los espejismos, para mí vosotros es un continuador de esa tradición
5971210	5975393	del río La Plata, entre mí y los literarios, eso es así también te lo quería decir personalmente,
5975413	5980696	teniendo yo un privilegio en esta oportunidad, los textos finales de Borges...
5982178	5984819	También tienen profundidades aterradores.
5986879	5989219	Viste que Borges se encuentra dos veces con
5989239	5994780	sigo mismo, se encuentra una vez en un banco de plaza y se encuentra otra vez.
5994860	5997441	Este es menos citado, el último es menos citado,
5998261	6000642	pero es terrible el último porque se encuentra.
6000802	6001682	No lo tengo presente.
6002182	6005182	En el último cuento, que creo que es en su última colección de cuentos,
6005343	6007943	él se vuelve a encontrar a sí mismo y medio.
6009364	6014007	No quiero decir con un pie en el cajón, pero se encuentra el mismo tirado en una cama, ¿viste?
6014107	6015568	Ajá, no conozco ese texto.
6016408	6017569	Ah, es impresionante, que hace que lo...
6017589	6021011	No me acuerdo cómo se llama el título, pero debe ser muy fácil de encontrar.
6021611	6026074	Y es en el título, es en el cuento que él advierte, con mucha preocupación,
6026094	6028955	algo que para mí es artísticamente impresionante cómo lo define,
6029456	6033298	que es que el teme, me parece que puede ser la palabra teme,
6034879	6037300	estar empezando a convertirse en una imitación del propio Borges.
6039603	6042844	Como la idea de tener un estilo, o sea, haber encontrado su voz, un estilo,
6043685	6047207	y él empezar a sacar textos, en el cuento relata que empieza a sacar textos,
6047387	6052350	sin firmarlos y que la crítica lo revienta, porque dice que es una imitación de Borges, pero sin su gracia.
6053771	6054632	Y es terrible.
6056112	6064297	No, no, es ciertamente que no conozco ese texto, y lo quiero conocer ya porque es la idea fortísima.
6065378	6065898	La sospecha.
6067701	6070902	de convertirse en uno en su propia parodia.
6071302	6074104	Claro, la imitación de uno mismo, haber encontrado uno.
6074804	6076405	Bueno, como para que salga peor.
6076425	6077785	Que no me parece mucho a veces, ¿sí?
6078185	6079426	Uno lo notan los demás.
6081967	6085809	El gente que por ahí decae, incluso físicamente,
6085849	6091531	de algún modo, la malevolencia general dice que
6091972	6095193	pularnos en una parodia a sí mismo, pero descubrirlo uno.
6097455	6099276	en su propia persona es tremenda.
6099596	6102458	No, es que eso es lo que tiene. Te lo quería citar porque me hizo acordar esta cosa de
6102958	6105419	reencontrar un lugar indudablemente es Borges
6106059	6108861	pero te lo vuelves a encontrar como, buscaron algo, vas a ver?
6111022	6115044	No, no, porque el otro es el primer encuentro.
6115324	6116625	El otro es el primer encuentro.
6117405	6118085	Y entonces no sé.
6118467	6121349	Lo voy a buscar, pero si no, muy rápidamente lo vamos a poder encontrar.
6121369	6124571	Si no es un cuento, es uno de los ensayos del final, pero es el último, ¿viste?
6124631	6127053	Es de la última colección.
6128034	6132277	Y me hizo acordar esto, me hizo acordar a cómo uno revisita su propia obra
6132297	6133918	y se encuentra cada vez más complicado.
6133938	6136079	Y ahí volvemos a lo terrible de la literatura, ¿no?
6136099	6138701	Como agarrar y es efectivamente el lugar donde uno más desnudo está.
6138721	6141803	Yo creo que como la mayoría de las cosas Borges lo hace mejor.
6141823	6144045	Entonces vos lo agarrás y lo encontrás y decís.
6144287	6149788	¡Pah! ¿Qué manera tremendamente correcta de expresar esto que uno podría temer en algún lugar?
6150928	6161992	Es cierto que hay también una influencia del entorno para que uno vuelva a escribir siempre el mismo poema.
6162092	6162872	Eso es interesante.
6164933	6172255	En estas mismas charlas que hacemos nosotros, podemos notarlo en una persona tan poco interesante como yo.
6175031	6185398	Pero yo veo algunas entrevistas que me han hecho y aparecen.
6186479	6191082	Aparecen ejemplos que yo doy, que son mi responsabilidad.
6192102	6196125	Pero también asuntos que aparecen y reaparecen y vuelven,
6196165	6199627	y vuelven, que tal vez no he decidido yo,
6200368	6203910	pero lo decide el conductor o la circunstancia de la conversación.
6206587	6207787	Y a mí me agarra un temor.
6207807	6213370	O sea, bueno, no pensará el tipo que está oyendo esta charla,
6213850	6215090	que yo siempre digo lo mismo.
6216851	6218372	Es posible que nadie diga siempre lo mismo.
6218812	6229396	Pero cómo salirse uno de esa rueda, de palabras,
6229536	6231457	de frases, de gracias.
6235149	6243471	Y yo creo que hay que tomarse el trabajo, que hay que tomarse el trabajo de aprenderse
6243491	6244392	nuevas canciones.
6247193	6248793	¿Qué es lo que hace que uno se repita?
6250394	6258736	En principio, la finitud de los anunciados.
6263367	6267950	En tal caso, la única solución es dotarse de anunciados nuevos.
6269150	6275234	Por eso hay que seguirles en, que seguir aprendiendo y luchando contra eso,
6276615	6277575	contra eso.
6278776	6285600	Tampoco me simpatiza tanto la persona que parece tener en cada entrevista interesas nuevos.
6288141	6290582	¿Para qué están las obsesiones, sino para repetirlas?
6292104	6298488	y, como decía Sábado, por ahí es entendible que un escritor tenga sus obsesiones, como las tenía Borges,
6299389	6305432	obsesiones que van a aparecer en casi toda su obra, y en eso está bien, que lo repitamos.
6306533	6312316	Cuando me preguntan algún asunto sobre mi obra, digo yo, mi obra, sobre estas cosas que uno hace,
6313577	6319541	evidentemente que hay asunto, esto del amor, el conocimiento, yo la repetí como 500 veces.
6321703	6324124	Por ahí la gente lo escucha y dice, este siempre habla de lo mío.
6325825	6332689	En ese caso no es tan grave, pero si yo empiezo a contar siempre la misma anécdota graciosa,
6334570	6336871	y sería deseable que la cambiara cada tanto.
6339992	6344375	Al respecto, también hay que alertar sobre el peligro de las anécdotas graciosas.
6349659	6358603	personajes mediáticos que son buenos contando anécdotas y que tienen un montón de anécdotas así
6358623	6368648	como otros tienen un montón de pensamientos o un montón de testimonios históricos,
6368668	6375351	filosóficos, literarios, etcétera, hay tipo de saber anécdotas, desde luego son muchos más
6375371	6378112	requeridos que los otros ¿no?
6379734	6387017	Contadores de anécdotas son mejores para el rating que los que citan de memoria a Borges.
6390819	6396741	Yo no sé si es tan bueno eso de la anécdota, no, yo he renunciado a contar anécdotas.
6397321	6398202	Renunciaste las cosas.
6398222	6401123	Sí, sí, no, muy raro, ¿no? Yo cuente algunas.
6405845	6408326	Sí, sí, no tiene mucha gracia.
6409887	6414530	Pero hay que tener, hay que tener una habilidad, evidentemente yo no tengo, ¿no?
6415771	6422195	Hay que usurpar un personaje, hay que hablar un poco más fuerte, ¿no?
6423015	6429399	Y hay que fingir un entusiasmo por la amistad
6430719	6432581	y las noches de copas que uno no siente.
6434342	6436383	Entonces viene el tipo y me dice...
6437605	6442347	cosa y no puedo interesarme en eso. No puedo interesarme en eso.
6444048	6449031	Es que creo que hay una cosa de la forma, vuelvo a lo mismo ¿no? Yo creo que todo, gran parte
6449071	6453653	de lo que hablamos está atravesado por encontrar esa renovación, esa innovación en la propia
6453673	6461298	búsqueda incluso. Porque el arte también es encontrar esa innovación dentro de lo genuino
6461318	6465160	que uno es para no impostarse, ni para no mentirse tampoco, para no ser otra cosa.
6466381	6469403	Es extremadamente difícil, pero ahí está la calidad.
6469903	6473405	Porque si haces eso bien, es lo que hace que el resto de cosas valga la pena.
6474926	6477467	La négota no deja de ser un lugar común, un lugar seguro.
6478087	6480869	También entiendo... O sea, hablamos de Borges.
6480909	6483650	Borges lo señala al respecto de uno mismo.
6484531	6487252	Me nota una imitación y él trata de escapar de eso.
6487292	6489793	Tremenda manera de evocar una propia prisión artística.
6490153	6490554	Pero, verdad...
6490594	6491214	Pero uno al día.
6491814	6494095	Bueno, así aportamos algo también de acá.
6494997	6500283	vos aportas otra cosa, que es real que si a los Rolling Stones le piden los mismos temas siempre.
6500884	6504227	Y entonces hay algo de… Hay algo de…
6504267	6508412	Las situaciones es tocar cada tanto los mismos temas y tocar también otros.
6508612	6508953	Me echar.
6510216	6516898	Volvemos a la cuestión de grado, del equilibrio, de un poquito refutador, un poquito obres...
6516918	6523281	Un poquito del pasado y ahora, de hoy, lo que yo quiero que escuches, que no quise ayer.
6523781	6528563	A vos no te interesa, pero el precio fue que antes toqué...
6528683	6530864	Se trafica, y sí.
6530944	6537386	Es que encontrar ese equilibrio es la manera de mantener vigencia, de no enloquecerme, parece también.
6538488	6541169	Y, de nuevo, volverse una repetición, un calco.
6541449	6546251	Yo empatizo completamente con la cuestión de las notas, ¿viste?
6547251	6552034	A mí me está pasando últimamente que la gente cree que yo soy un hortiba,
6552174	6555035	para decirlo fácil, porque me invitan a dar notas,
6555155	6558676	y yo digo que las reprogramo para dentro de cuatro meses,
6558716	6561218	entonces rápidamente me dicen quién poronga te pensás que son,
6561238	6565119	con justicia igual, porque yo quiero agradecer ese espacio y esa posibilidad.
6566381	6571724	Pero no quiero aburrir. Lo que me está pasando en este momento, o sea, si uno da cinco notas,
6572524	6576706	es la persona que... La cuarta persona que vio las tres lo estafaste.
6577327	6577527	Sí.
6578347	6578907	Lo cagaste.
6579788	6580068	Sí, sí, sí.
6580548	6581889	Rompiste tu contrato con...
6583170	6585471	con quien te banca en serio, además, porque ese que vio las tres.
6585631	6586211	Entonces...
6586471	6587352	Claro, claro.
6587372	6588052	Es el que importa.
6589513	6593135	No sé cómo uno escapa de eso, pero me parece que en esa misma búsqueda...
6593155	6593995	No, no da nota.
6596598	6605042	reflexión de una nota es una trampa a mí no me gustan mejor no es que no me gusten que no sé
6605082	6614406	cómo contestarlas las notas colectivas notas coley cuáles son las notas y notas colectivas hay un junto
6614426	6619768	conmigo vienen siete personas ok entonces hablamos
6621370	6624531	Y si hace una pregunta general y todos contesta, ni habla.
6625051	6632953	O sea, el otro no, pero es como una especie de coro.
6634213	6636134	Y no sé qué decir.
6636254	6638295	Ahí opto por no decir nada.
6638315	6642396	Soy el séptimo tipo del que no dice nada.
6642816	6644276	Sí, bueno, no sé.
6644936	6645396	¿Observa?
6646077	6648857	No, no es que observa, me da miedo meterme, ¿qué es eso?
6652605	6654086	Eso no, no me gusta, no me gusta.
6656607	6658008	Bueno, espero que...
6658348	6659328	Mira, yo te voy a hacer...
6659348	6660208	Te voy. ¿Eh?
6660528	6661449	No, nada.
6661549	6664250	Es capaz, es hora de, bueno, me parece perfecto.
6664310	6668131	Igual hemos promediado un gran tiempo, un muchísimo.
6668692	6670852	Yo tengo que hacer los honores de presentar
6670872	6672553	a nuestro glorioso equipo de trabajo.
6672833	6673353	Por favor.
6674394	6675234	Tengo también...
6675394	6678075	Voy a hacerte la última confesión de la jornada.
6678816	6682099	que es que, por supuesto, yo estaba de vuelta a un sentido de responsabilidad
6682119	6683640	para que esto sea agradable.
6685221	6688684	Y yo traté de informarme, con confidentes, con una serie de personas
6688704	6690906	las cuales yo tengo acceso, que no es tanto y preguntarles,
6690966	6693508	no, beche, mirá, va venido Lina, como la vez,
6693628	6697491	le pregunté a Barton y le pregunté a Felipe Piña.
6698051	6698592	¿Qué le preguntó?
6698852	6701153	Le pregunté y dije, mirá, beche, va venido Lina.
6701174	6702114	Sí, ya, a ver.
6702134	6704156	Se te ocurre, bueno, mirá, mirá.
6704656	6707318	Se te ocurre algo, se te ocurre algo, algo para...
6708841	6711583	Le dije que estaría bueno hablar, no estaría bueno hablar.
6711603	6713045	Como yo me informé y traté de...
6713745	6716307	Y Barton me dijo que no te puedo decir nada.
6717849	6718709	Lo cual es...
6718729	6719390	Muy buena respuesta.
6719510	6721852	¡Excelente! Me ponció Pilateo completamente.
6721912	6723834	Agarro y dijo que no hay nada que te puedo decir.
6724494	6725355	Yo dije espectacular.
6725695	6728938	Porque sabía que vos me ibas a contar
6728958	6730319	que le habías preguntado a él.
6731242	6731962	Y luego a quemar.
6732222	6732843	Y claro.
6733623	6734684	Y ahí lo desarrastrearon.
6734724	6737506	Entonces prefirió que no decían nada.
6737526	6739187	Nada de disciplina, pero...
6739607	6740708	¿Y piña qué dijo?
6740768	6742890	Piña fue mucho más inquietante.
6743470	6744591	Porque el Philip...
6744911	6746092	Ya me lo sospechaba.
6746112	6747673	Mira, el Philip me dijo...
6748673	6749294	No, todo me dijo...
6749354	6750355	No, va a estar buenísimo.
6750715	6751916	Pero Philip me dijo...
6752576	6753857	No le preguntes boludeses.
6755680	6758402	Con eso me liquidó. Entendés porque yo le digo, pero Felipe, escucháme,
6758442	6759443	estás dando un edenteno, el término.
6759463	6760944	Con la única respuesta que yo puedo dar.
6760984	6763447	Pues está dando con términos, una policía muy amplia, le digo.
6763487	6764848	Es un poco mi metid, aparte.
6765408	6768691	Así que tú es la asesoría, una que fue por ausencia,
6768711	6771113	y otra que fue una advertencia, ¿viste? Más tremenda, en general.
6771133	6772394	No, no, no. Están más las dos.
6772715	6772955	Están más...
6774458	6782924	Pero creo que las boludeces y ni miedades son el campo donde son mejor me desempeen.
6782944	6784726	Son un buen campo de boludeces.
6784926	6786447	Es un puesto de eso, el trabajo.
6786507	6788008	Es de eso, de argumentio.
6788028	6795675	Y en cuanto a la negativa absoluta de Barton tampoco me extraña porque es un hombre que elude responsabilidad.
6795715	6797196	Mira, pero perfecto, listo.
6797856	6799197	No lo atendemos ahí.
6799217	6800899	Voy a contar una anécdota.
6803430	6811936	Estamos nosotros, yo soy un hombre de otra época que he hecho el servicio militar en la marina.
6813837	6826846	Entonces en cierta ocasión compartíamos con siete amigos una formidable sesión de disciplina
6827907	6831028	que los infantes de Marina nos hacían correr para aquí y para allá.
6831068	6834009	Y hay un momento de descanso.
6835809	6838790	Y estábamos ahí los amigos hablando o algo.
6839230	6840611	Nada, no estábamos sintiendo nada.
6841171	6844652	Y viene alguien, suboficial de Infantería,
6845292	6847072	y nos dice ¿qué están haciendo ahí?
6849073	6850273	Descansando, suboficial.
6851314	6853594	¿Por qué nos autorizó?
6854234	6856635	Es un descanso autorizado, descanso.
6859561	6861923	¿Cómo nos tienen a que hacer? No, no suficientemente.
6862904	6866487	¿Cuál partido de raso el Tío Alto Arriba empezaba? ¿Qué se dio?
6866667	6867828	¿Carrera mal para qué?
6868569	6870651	¿Por qué? ¿Por qué preguntaban todos?
6870691	6875055	Y el tipo nos mira y nos dice, por eludir responsabilidad.
6877057	6883459	extraordinario, extraordinaria respuesta de este hombre, inquietante también.
6883739	6888901	Claro, extraordinaria por inquietante, no se crea que yo estoy a favor del tripo,
6889261	6897044	pero no encontraba ningún delito, ninguna infracción, ninguna cosa y pensó
6897824	6903806	que esa especie de inocencia implicaba la ilusión de responsabilidades.
6905047	6906147	Y esto es lo que le estoy.
6907148	6909470	enrostrando a Patricio Barton.
6909490	6910110	¡Perfecto!
6910130	6912051	Y esa aparente discreción
6912932	6915134	consiste en eludir responsabilidades
6915154	6916655	que debió haber asumido.
6916715	6917916	Es una omisión de hecho.
6917936	6919136	Pero claro que sí.
6919156	6920597	Perfecto, espectacular.
6922059	6924180	Mi tema en esta charla ha sido también
6924380	6927723	de mi parte un continuo eludir responsabilidad.
6928003	6928803	No creo, ¿eh?
6929063	6933707	Si yo he descubierto, mire, no hago muchas.
6934409	6952717	Muchos descubrimientos acerca de mí mismo, porque trato de que el objeto de estudio sea más interesante, pero que a veces estoy buscando la tercera respuesta, ya casi como una metodología, que le gusta frío o caliente.
6954539	6955419	Es más complejo.
6955479	6957460	Es más complejo que eso, ¿no?
6957960	6961801	¿Es refutador de leyendas o es hombre sencillo?
6962061	6965361	Eh, no, bueno, contestame alguna en serio.
6966382	6967462	Contestame alguna en serio.
6967482	6970483	Dirá el tipo que está escuchando este programa.
6970723	6972583	Quise alguien que busca eso.
6973303	6974204	¿Por qué lo busca?
6974244	6979385	Porque seguramente no se escuchan muchos occidentales.
6981326	6998050	y el modo occidental requiere una toma de partido, el héroe occidental es un tipo que toma partido, se la juega, dirían los analistas políticos.
6999191	7001792	Entonces siempre contesta en forma positiva.
7002352	7003292	¿Con quién estás?
7004852	7006573	¿Con Hillel Clinton?
7010255	7027005	bus, fulano, fulano, y ahí aparece Roland Barth, que dice que hay que salirse de ahí y que hay, hay un libro que se llama
7027506	7035851	Lo Neutro creo, es un libro maravilloso de Roland Barth, y dice que por ahí hay que examinar cada pregunta
7038594	7044218	La mayoría de las veces es rechazar sus términos, porque contestar significa aceptar los términos
7044238	7051524	de la pregunta, y eso es una buena enseñanza de Roland Barthes para el pensamiento político,
7054307	7064034	porque no se trata de una tibieza para quedarse en el medio, se trata, dice él, de suspender
7064094	7064575	el juicio.
7066337	7074120	de no abrir un juicio, de negarse, no suspenderlo por no comprometerse, sino al contrario por
7074160	7083282	comprometerse con una suspensión del juicio cuando la pregunta nos parece que tiene unos
7083302	7084643	términos inaceptables.
7088324	7094626	No está mal esto para pensar los términos en que se contestan los reportajes.
7098819	7100661	es mantener el desafío también.
7101421	7104484	No deja de ser innovar, no deja de ser lo mismo que todo,
7104865	7107708	nunca renunciar a que se pueda encontrar.
7107928	7109269	Buscar otro camino.
7110030	7111211	Buscar otro camino.
7111331	7112192	Es un hecho artístico.
7112252	7113613	Qué sello, así es.
7115535	7117037	Refutador de leyenda.
7119240	7121260	o hombres, un hombre son síntomas.
7121580	7125101	Si alguien puede agarrar e impugnar el prisma, eso es vos,
7125161	7127962	es agarrar y decir no sabes que eso en realidad, rompes el libro.
7127982	7129702	Y eso y cualquier otra cosa.
7130002	7133043	Y eso y cualquier otra cosa, hay que buscar otro camino.
7133863	7136904	Y a lo mejor ahí está nuestra...
7138204	7142705	la única esperanza en un desierto desesperanzador.
7144085	7144505	Buscar.
7144866	7145666	Buscar otra cosa.
7149933	7155375	para darse cuenta de que esa otra cosa no era otra.
7158015	7159696	Un día conversaremos sobre esto.
7160616	7165318	Por ejemplo, la locura del enamorado que quiere volver
7167958	7170239	a lo hombre o a la mujer que lo ha abandonado
7170259	7175681	y llora por esa mujer y quiere encontrarla de nuevo o por ese hombre.
7178040	7180701	y a lo mejor la búsqueda tiene que estar en otro lado.
7182142	7184504	Encontrar la mujer que nos dejó en otra mujer,
7185524	7187385	en otra historia, en otro tiempo,
7188546	7194430	ya para darse cuenta al final de que no era distinto el asunto,
7196711	7200013	de que eso que buscábamos era lo mismo que perdimos,
7200413	7203415	pero que lo hemos encontrado en otro lugar,
7203455	7206097	porque es otro tiempo, porque uno es otro,
7207999	7216185	y porque no hay otra posibilidad de encontrar lo que hemos perdido que en otros lugares
7216666	7224852	que no son aquellos en donde extravíamos lo que extravíamos.
7232779	7235341	Habiendo mucha, mucha finesa, están soltando, ¿eh?
7235361	7236701	A eso hay verdades sobre la hora.
7236721	7238802	Minuto 90, están, son todos goles.
7239303	7239923	Entran todos.
7240463	7243045	Voy a presentar al equipo nuestro con el que contamos.
7244105	7248908	Hemos mantenido nuestro staff en esta tercera temporada.
7248948	7251209	Impresionante, impresionante.
7251629	7256372	Lo tengo Alarmenios Islian en los teclados AMO digital de
7256412	7258713	nuestro diseño y con postura.
7260055	7265682	La tengo a Agus Santoro con nuevas atribuciones de producción, cada vez más responsabilidad.
7266425	7268827	Esperemos que con más distribución de riqueza también, ¿no?
7268847	7269487	Más poder.
7269567	7270708	Por supuesto.
7271168	7274170	Si de poder se trata, no puedo no nombrar a Lasus,
7274270	7276912	la productora ejecutiva de este ciclo con quien diseñamos,
7276932	7279354	creñamos, pensamos, nombramos los invitados,
7279494	7283176	hacemos ardides estrategias y todo lo que necesitamos para que
7283196	7286018	esto sea excelente y a trinidad Reboard que toma notas
7286038	7290001	compulsivamente, porque ni en este momento deja de trabajar
7290041	7291622	para que esto sea excelente y aún mejor.
7292883	7294724	¿Alguno de ustedes quiere viajar a algún lugar?
7297315	7301698	¿Sí? ¿Saben qué? Hay una forma muy barata de viajar.
7302338	7303039	Sí, amigos.
7303879	7308422	Sí, hermano. Y es con Turismo City.
7308562	7310423	Así lo hace un profesional, loco.
7310443	7312004	Y así recibimos nuestro primer sponsor
7312024	7313986	por primera vez de tres años y tenemos sponsor.
7314346	7316727	Turismo City, papá, no se van a olvidar nunca este PNT.
7316787	7317848	Eso se llama Policiano Tradicional.
7318148	7319789	Le digo para que lo anoten también.
7320169	7320970	No las generaciones.
7321972	7332257	Queridísimo Alejandro, muchísimas gracias por todo, estoy feliz, sé que vos me aclaraste que no estás también en términos generales, pero espero que lo hayas pasado bien, espero que hayas disfrutado.
7332277	7344723	Ya pasé muy bien, claro que sí, Tomás. Pido perdón a los eventuales oyentes del programa por todo este tiempo que han perdido conmigo.
7344823	7346144	No, por favor.
7346464	7350126	Que podrían haber cuatro o cinco episodios de la ley y el orden.
7350146	7350306	¡Adiós!
7353578	7358704	No sé, le digo una cosa de otro. Esto quedará subido, pronto lo verán, y reitero.
7358865	7360687	Muchísimas gracias por todo. Gracias a vos.
7360787	7363771	Gracias por tu obra. Gracias por todo.
7364294	7366715	Gracias a quienes vinieron también, gracias a quienes hacen esto posible.
7366735	7369216	Gracias a ustedes, Puerta Tercer Temporada, y vamos por todo, eh.
7369416	7372118	Aviso, miren, que este año viene picante, vamos por absolutamente todo.
7372498	7374879	Decidme también, por supuesto, ¿cómo lo paraba?
7374919	7377521	Tomi, tranquilo, por favor, Tomi, ¿cómo no vamos a hablar de corta?
7377941	7380742	¿Cómo no vamos a hablar del medio que también hace esto posible?
7380822	7382944	Entren a corta.com, ven como estamos, eh.
7382964	7385805	Hay que tener en cuenta todo, todo en la cabeza, no hay nada notado.
7386786	7389487	Muchas gracias, nos vemos la semana que viene, ¿con quién?
7390127	7393489	Veremos, adiós, adiós, adiós, adiós.
